candidate,state,district,office,year,party,website_url,has_url,captured
Joseph Dee Morrissey,VA,04,house,2024,D,https://www.electmorrissey.com,True,False
Joseph Doc Dr Grcar,CA,14,house,2024,R,https://docgrcar2024.com,True,False
Joseph Dr Smith,FL,00,senate,2016,R,https://n/a,False,False
Joseph Dr Smith,FL,00,senate,2018,R,https://n/a,False,False
Joseph Dr Smith,FL,00,senate,2020,R,https://n/a,False,False
Joseph Dr Smith,FL,00,senate,2022,R,https://n/a,False,False
Joseph Dr Smith,FL,00,senate,2024,R,https://n/a,False,False
Joseph E. Webster,HI,02,house,2022,R,https://joewebsterforcongress.com,True,True
Joseph Edward Afzal,NV,02,house,2022,D,https://www.joeyafzal.com,True,True
Joseph Edward Afzal,NV,02,house,2024,D,https://www.joeyafzal.com,True,False
Joseph Edward Preston,VA,04,house,2022,D,https://joeprestonforcongress.com,True,True
Joseph Edward Preston,VA,04,house,2024,D,https://joeprestonforcongress.com,True,False
Joseph Fraser,MN,00,senate,2024,R,https://www.joeforsenate.com,True,True
Joseph Frederick Earley,WV,02,house,2022,R,https://ww.joeearley4wv.com,True,False
Joseph Frederick Earley,WV,02,house,2024,R,https://ww.joeearley4wv.com,True,False
Joseph Frederick Iii Yetter,OR,02,house,2022,D,https://joefororegon.com,True,True
Joseph Frederick Iii Yetter,OR,02,house,2024,D,https://joefororegon.com,True,True
Joseph Gibson,WA,00,senate,2018,R,https://gibsonforfreedom.com,True,True
Joseph Gibson,WA,00,senate,2020,R,https://gibsonforfreedom.com,True,False
Joseph Gibson,WA,00,senate,2022,R,https://gibsonforfreedom.com,True,True
Joseph Gomes,MD,04,house,2024,D,https://josephgomesforuscongress.com,True,True
Joseph H Holland,NY,00,senate,2018,R,https://joehollandforsenate.com,True,False
Joseph Haywood,NC,06,house,2022,R,https://leehaywood.com,True,True
Joseph Haywood,NC,06,house,2024,R,https://leehaywood.com,True,True
Joseph J Carraro,NM,00,senate,2006,R,https://www.senatorcarraro.com,True,True
Joseph John Vodvarka,PA,00,senate,2010,D,https://joevodvarka.us,True,False
Joseph John Vodvarka,PA,00,senate,2012,D,https://joevodvarka.us,True,False
Joseph John Vodvarka,PA,00,senate,2014,D,https://joevodvarka.us,True,False
Joseph John Vodvarka,PA,00,senate,2016,D,https://joevodvarka.us,True,False
Joseph John Vodvarka,PA,00,senate,2018,R,https://joevodvarka.us,True,True
Joseph John Vodvarka,PA,00,senate,2020,R,https://joevodvarka.us,True,False
Joseph John Vodvarka,PA,00,senate,2022,R,https://joevodvarka.us,True,False
Joseph John Vodvarka,PA,00,senate,2024,R,https://joevodvarka.us,True,True
Joseph Kaufman,FL,23,house,2018,R,https://www.kaufmanforcongress.com,True,True
Joseph Kaufman,FL,23,house,2020,R,https://www.kaufmanforcongress.com,True,False
Joseph Kaufman,FL,23,house,2022,R,https://www.kaufmanforcongress.com,True,True
Joseph Kent,WA,03,house,2022,R,https://www.joekentforcongress.com,True,True
Joseph Kent,WA,03,house,2024,R,https://www.joekentforcongress.com,True,False
Joseph Kerr,CA,40,house,2024,D,https://www.joekerrforcongress.com,True,True
Joseph Kopser,TX,21,house,2018,D,https://kopserforcongress.com/,True,True
Joseph Kopser,TX,21,house,2020,D,https://kopserforcongress.com/,True,False
Joseph Kopser,TX,21,house,2022,D,https://kopserforcongress.com/,True,False
Joseph Kual Mr. Zakaria,NE,01,house,2022,D,https://www.jazarikual.com,True,True
Joseph Kual Mr. Zakaria,NE,01,house,2024,D,https://www.jazarikual.com,True,False
Joseph Lee Haywood,NC,06,house,2020,R,https://leehaywood.com,True,True
Joseph Leigh,GA,14,house,2024,D,https://www.josephleigh.com,True,True
Joseph Louis Sanchez,NM,03,house,2020,D,https://www.josephsanchezforcongress.com,True,True
Joseph Luis Andujo,CO,08,house,2024,R,https://www.andujoforcolorado.com,True,True
Joseph M Torsella,PA,00,senate,2010,D,http://www.joetorsella.com,True,True
Joseph Mackey,IN,04,house,2020,D,https://joe4hoosiers.com,True,True
Joseph Mackey,IN,04,house,2022,D,https://joe4hoosiers.com,True,True
Joseph Mark Gilbert,NY,21,house,2018,R,https://joegilbertforcongress.org,True,False
Joseph Matthew Caldarera,NY,11,house,2020,R,https://joecal.nyc,True,True
Joseph Matthew Caldarera,NY,11,house,2022,R,https://joecal.nyc,True,False
Joseph Matthew O'Dea,CO,00,senate,2022,R,https://joeodea.com,True,True
Joseph Matthew O'Dea,CO,00,senate,2024,R,https://joeodea.com,True,False
Joseph Mcconnell,KS,03,house,2018,D,https://www.joeforkansas.org,True,True
Joseph Michael Billie,PA,05,house,2018,R,https://joebillieforcongress.com,True,True
Joseph Michael Billie,PA,05,house,2020,R,https://joebillieforcongress.com,True,True
Joseph Michael Billie,PA,05,house,2022,R,https://joebillieforcongress.com,True,True
Joseph Michael Billie,PA,05,house,2024,R,https://joebillieforcongress.com,True,False
Joseph Mr. Perez,MD,00,senate,2022,R,https://perezforussenate.com,True,False
Joseph Neguse,CO,02,house,2018,D,https://joeneguseforcongress.com,True,True
Joseph Neguse,CO,02,house,2020,D,https://joeneguseforcongress.com,True,False
Joseph Neguse,CO,02,house,2022,D,https://joeneguseforcongress.com,True,False
Joseph Neguse,CO,02,house,2024,D,https://joeneguseforcongress.com,True,False
Joseph O'Hara,GA,02,house,2022,D,https://oharaforcongress.com,True,True
Joseph O'Hara,GA,02,house,2024,D,https://oharaforcongress.com,True,True
Joseph P Iii Kennedy,MA,04,house,2018,D,https://www.kennedyforma.com,True,False
Joseph P Iii Kennedy,MA,00,senate,2020,D,https://www.kennedyforma.com,True,True
Joseph P Iii Kennedy,MA,00,senate,2022,D,https://www.kennedyforma.com,True,True
Joseph P Nolan,PA,14,house,2018,R,https://nolanforcongress.com,True,False
Joseph Patrick Shea,FL,,house,2018,D,https://joesheaforcongress.com,True,False
Joseph Pennacchio,NJ,00,senate,2008,R,http://jerseyjoe08.com,True,True
Joseph Pennacchio,NJ,00,senate,2010,R,http://jerseyjoe08.com,True,True
Joseph Pennacchio,NJ,00,senate,2012,R,http://jerseyjoe08.com,True,True
Joseph Pennacchio,NJ,00,senate,2014,R,http://jerseyjoe08.com,True,True
Joseph Perez,MD,,senate,2024,D,https://perezforussenate.com,True,True
Joseph Peter Saladino,NY,11,house,2020,R,https://www.saladinoforcongress.com,True,False
Joseph Peter Saladino,NY,11,house,2022,R,https://www.saladinoforcongress.com,True,False
Joseph Peter Saladino,NY,11,house,2024,R,https://www.saladinoforcongress.com,True,False
Joseph Profit,GA,04,house,2018,R,https://joeprofitforcongress.com,True,True
Joseph R Jr Biden,DE,00,senate,2002,D,https://joebiden.com,True,True
Joseph R Jr Biden,DE,00,senate,2004,D,https://joebiden.com,True,True
Joseph R Jr Biden,DE,00,senate,2006,D,https://joebiden.com,True,True
Joseph R Jr Biden,DE,00,senate,2008,D,https://joebiden.com,True,True
Joseph R Jr Biden,DE,00,senate,2010,D,https://joebiden.com,True,False
Joseph R Rullo,NJ,03,house,2018,R,https://www.rullo4congress2010.com,True,False
Joseph R Rullo,NJ,00,senate,2012,R,https://rulloforsenate.com,True,True
Joseph R. Marthone,NY,05,house,2018,D,https://marthoneforcongress.org,True,False
Joseph R. Marthone,NY,05,house,2020,D,https://marthoneforcongress.org,True,False
Joseph R. Pitts,PA,16,house,2018,R,https://joepittsforcongress.com,True,False
Joseph Radinovich,MN,08,house,2018,D,https://www.joeradinovich.com,True,True
Joseph Radinovich,MN,08,house,2020,D,https://www.joeradinovich.com,True,False
Joseph Radinovich,MN,08,house,2022,D,https://www.joeradinovich.com,True,False
Joseph Radinovich,MN,08,house,2024,D,https://www.joeradinovich.com,True,True
Joseph Ray Babb,VA,11,house,2022,R,https://babbforcongress.com,True,True
Joseph Rev. Profit,GA,06,house,2020,R,https://joeprofitforcongress.com,True,True
Joseph Rev. Profit,GA,06,house,2022,R,https://joeprofitforcongress.com,True,True
Joseph Reynolds,SC,00,senate,2020,R,https://www.reynolds2020.com,True,True
Joseph S Akana,HI,02,house,2020,R,https://www.joeakana.com,True,True
Joseph S Donnelly,IN,00,senate,2012,D,http://joeforindiana.com,True,True
Joseph S Donnelly,IN,00,senate,2014,D,http://joeforindiana.com,True,True
Joseph S Donnelly,IN,00,senate,2016,D,http://joeforindiana.com,True,True
Joseph S Donnelly,IN,00,senate,2018,D,http://joeforindiana.com,True,True
Joseph S Donnelly,IN,00,senate,2020,D,http://joeforindiana.com,True,True
Joseph S Donnelly,IN,00,senate,2022,D,http://joeforindiana.com,True,True
Joseph S Donnelly,IN,00,senate,2024,D,http://joeforindiana.com,True,True
Joseph S Dr. Doctora,TN,04,house,2024,R,https://www.votedrjoe2024.com,True,False
Joseph Schmidt,NY,09,house,2018,R,https://www.schmidtforcongress.org,True,False
Joseph Sempolinski,NY,23,house,2022,R,https://www.joesforcongress.com,True,True
Joseph Sempolinski,NY,23,house,2024,R,https://www.joesforcongress.com,True,False
Joseph Severino,IL,10,house,2022,R,https://www.severinoforcongress.com,True,True
Joseph Stewart Ii Mcdaniel,TX,01,house,2022,R,https://joemcdaniel.com,True,True
Joseph Stewart Ii Mcdaniel,TX,01,house,2024,R,https://joemcdaniel.com,True,True
Joseph Vogel,MD,06,house,2024,D,https://joevogel.org,True,True
Joseph W Miller,AK,00,senate,2010,R,https://joemiller.us,True,True
Joseph Wayne Jr Autem,TX,17,house,2018,R,https://jwforcongress.com,True,False
Joseph Wayne Mr. Ii King,NC,11,house,2020,R,https://waynekingforcongress.com,True,True
Joseph Wesley Silk,OK,02,house,2020,R,https://silkforcongress@gmail.com,False,False
Joseph William Mr Mackey,IN,04,house,2018,D,https://joe4hoosiers.com,True,True
Joseph William Mr Mackey,IN,04,house,2024,D,https://joe4hoosiers.com,True,False
Joseph William Mr. Hunt,GA,10,house,2018,R,https://www.huntforcongress.com,True,False
Joseph William Mr. Hunt,GA,10,house,2020,R,https://www.huntforcongress.com,True,False
Josh Barnett,AZ,07,house,2020,R,https://www.barnettforaz.com,True,True
Josh Barnett,AZ,01,house,2022,R,https://www.barnettforaz.com,True,True
Josh Barnett,AZ,01,house,2024,R,https://www.barnettforaz.com,True,True
Josh Brecheen,OK,02,house,2022,R,https://www.joshbrecheen.com,True,True
Josh Brecheen,OK,02,house,2024,R,https://www.joshbrecheen.com,True,True
Josh Butner,CA,50,house,2018,D,https://joshbutnerforcongress.com/,True,True
Josh Dennis Mr. Jr. Elliott,NV,01,house,2020,R,https://joshelliott4congress.com,True,True
Josh Gottheimer,NJ,05,house,2018,D,http://www.josh4congress.com,True,True
Josh Gottheimer,NJ,05,house,2020,D,http://www.josh4congress.com,True,False
Josh Gottheimer,NJ,05,house,2022,D,http://www.josh4congress.com,True,True
Josh Gottheimer,NJ,05,house,2024,D,http://www.josh4congress.com,True,False
Josh Harder,CA,10,house,2018,D,https://www.harderforcongress.com,True,True
Josh Harder,CA,10,house,2020,D,https://www.harderforcongress.com,True,True
Josh Harder,CA,09,house,2022,D,https://www.harderforcongress.com,True,True
Josh Harder,CA,09,house,2024,D,https://www.harderforcongress.com,True,True
Josh Hicks,KY,06,house,2020,D,https://www.joshhicksforcongress.com/,True,True
Josh Hicks,KY,06,house,2022,D,https://www.joshhicksforcongress.com/,True,True
Josh Lanier,GA,00,senate,2008,D,https://friendsofjoshlanier.com,True,True
Josh Lanier,GA,00,senate,2010,D,https://friendsofjoshlanier.com,True,False
Josh Larose,FL,00,senate,2016,D,https://www.joshlaroseforunitedstatessenate.com,True,True
Josh Mahony,AR,03,house,2018,D,https://joshuamahony.com,True,False
Josh Mahony,AR,03,house,2020,D,https://joshuamahony.com,True,True
Josh Mandel,OH,00,senate,2012,R,https://joshmandel.com,True,True
Josh Mandel,OH,00,senate,2014,R,https://joshmandel.com,True,True
Josh Mandel,OH,00,senate,2016,R,https://joshmandel.com,True,True
Josh Mandel,OH,00,senate,2018,R,https://joshmandel.com,True,True
Josh Mandel,OH,00,senate,2020,R,https://joshmandel.com,True,True
Josh Mcconkey,NC,13,house,2024,R,https://www.joshmcconkey.com,True,True
Josh Nicoloff,MO,03,house,2022,D,https://www.missouriansfornicoloff.com,True,False
Josh Nicoloff,MO,03,house,2024,D,https://www.missouriansfornicoloff.com,True,False
Josh Riley,NY,19,house,2022,D,https://www.joshrileyforcongress.com,True,True
Josh Riley,NY,19,house,2024,D,https://www.joshrileyforcongress.com,True,True
Josh Welle,NJ,04,house,2018,D,https://welleforcongress.com/,True,True
Josh Welle,NJ,04,house,2020,D,https://welleforcongress.com/,True,False
Josh Winegarner,TX,13,house,2020,R,https://www.joshwinegarner.com,True,True
Josh Winegarner,TX,13,house,2022,R,https://www.joshwinegarner.com,True,False
Joshua A Butler,TX,07,house,2018,D,https://www.politicaljab.com,True,False
Joshua A Butler,TX,07,house,2020,D,https://www.politicaljab.com,True,False
Joshua A Mandel,OH,11,house,2018,R,https://joshmandel.com,True,True
Joshua A Mandel,OH,11,house,2020,R,https://joshmandel.com,True,True
Joshua A Mandel,OH,11,house,2022,R,https://joshmandel.com,True,True
Joshua A Mandel,OH,11,house,2024,R,https://joshmandel.com,True,True
Joshua A Pellerin,LA,00,senate,2016,D,http://www.pellerinsenate.com,True,True
Joshua A Pellerin,LA,00,senate,2018,D,http://www.pellerinsenate.com,True,False
Joshua A. Mandel,OH,00,senate,2022,R,https://joshmandel.com,True,False
Joshua A. Mandel,OH,00,senate,2024,R,https://joshmandel.com,True,False
Joshua Adam Foxworth,TX,14,house,2020,R,https://www.foxworthforcongress.com,True,True
Joshua Adam Foxworth,TX,14,house,2022,R,https://www.foxworthforcongress.com,True,False
Joshua Alexander Williamson,IN,06,house,2018,D,https://joshuawilliamson2018.com,True,True
Joshua Alexander Williamson,IN,06,house,2020,D,https://joshuawilliamson2018.com,True,False
Joshua Andrew Imhoff,TX,24,house,2018,D,https://www.joshimhoff.org,True,False
Joshua Andrew Imhoff,TX,24,house,2020,D,https://www.joshimhoff.org,True,False
Joshua B Harris-Till,OK,02,house,2018,D,https://harristill4congress.com,True,False
Joshua B Rales,MD,00,senate,2006,D,https://ralesforsenate.org,True,True
Joshua B Wheeler,WY,00,senate,2020,R,https://fighting4wyoming.com,True,True
Joshua B Wheeler,WY,00,senate,2022,R,https://fighting4wyoming.com,True,False
Joshua B Wheeler,WY,00,senate,2024,R,https://fighting4wyoming.com,True,False
Joshua Bocanegra,CA,00,senate,2022,D,https://joshuabocanegra.com,True,True
Joshua Bocanegra,CA,00,senate,2024,D,https://joshuabocanegra.com,True,False
Joshua Braxton Mccall,GA,09,house,2018,D,https://mccallforall.com,True,True
Joshua Braxton Mccall,GA,09,house,2020,D,https://mccallforall.com,True,False
Joshua Braxton Mccall,GA,09,house,2022,D,https://mccallforall.com,True,True
Joshua Braxton Mccall,GA,09,house,2024,D,https://mccallforall.com,True,True
Joshua Brett Kimbrell,SC,04,house,2018,R,https://www.votejoshkimbrell.com,True,False
Joshua Brett Kimbrell,SC,04,house,2020,R,https://www.votejoshkimbrell.com,True,True
Joshua Campbell,WA,09,house,2020,R,https://electjoshuacampbell.com,True,True
Joshua Carl Revak,AK,00,house,2022,R,https://www.joshrevak.com,True,True
Joshua Daniel Carrizales,TX,20,house,2020,R,https://www.carrizalesforcongress.com,True,False
Joshua David Hawley,MO,00,senate,2018,R,https://www.joshhawley.com,True,False
Joshua David Hawley,MO,00,senate,2020,R,https://www.joshhawley.com,True,False
Joshua David Sen Hawley,MO,00,senate,2022,R,https://www.joshhawley.com,True,True
Joshua David Sen Hawley,MO,00,senate,2024,R,https://www.joshhawley.com,True,True
Joshua Dominique Gregory Gapp,TN,00,senate,2020,R,https://www.joshgapp.com,True,False
Joshua Dominique Gregory Gapp,TN,00,senate,2022,R,https://www.joshgapp.com,True,True
Joshua Dr Eisen,NY,00,senate,2022,R,https://www.eisenforny.com,True,False
Joshua Dr Williams,TN,02,house,2018,D,https://joshuawilliams4congress.com,True,False
Joshua Duvall,NJ,01,house,2020,R,https://duvallforcongress.com,True,True
Joshua Gapp,TN,01,house,2020,R,https://www.joshgapp.com,True,True
Joshua Gapp,TN,01,house,2022,R,https://www.joshgapp.com,True,True
Joshua Harris-Till,OK,05,house,2022,D,https://jhtforcongress.com,True,True
Joshua Harris-Till,OK,05,house,2024,D,https://jhtforcongress.com,True,False
Joshua Jantz,OK,03,house,2020,R,https://www.joshuajantz.com,True,True
Joshua Jerry Randazza-Pade,WI,01,house,2020,D,https://www.joshpade.com,True,True
Joshua Jerry Randazza-Pade,WI,01,house,2022,D,https://www.joshpade.com,True,False
Joshua Jerry Randazza-Pade,WI,01,house,2024,D,https://www.joshpade.com,True,False
Joshua Joseph Griffin,CO,05,house,2024,R,https://www.joshuagriffin4co.com/,True,True
Joshua Joseph Weil,FL,06,house,2024,D,https://www.joshweil.org,True,False
Joshua Joseph Weil,FL,00,senate,2020,D,https://www.joshweil.org,True,False
Joshua Joseph Weil,FL,00,senate,2022,D,https://www.joshweil.org,True,True
Joshua Joseph Weil,FL,00,senate,2024,D,https://www.joshweil.org,True,False
Joshua Larose,FL,00,senate,2012,R,https://www.josuelaroseforsenate.voterspace.com,True,True
Joshua Larose,NY,00,senate,2010,R,https://www.pleasecontribute.com/8228,True,False
Joshua Logsdon,AZ,03,house,2022,R,https://www.joshualogsdonforcongress.com,True,True
Joshua Logsdon,AZ,03,house,2024,R,https://www.joshualogsdonforcongress.com,True,True
Joshua Louis Schoenblatt,IA,03,house,2020,R,https://www.joshschoenblatt.com,True,False
Joshua Loveless,TX,03,house,2018,R,https://joshloveless.org,True,True
Joshua Loyd,IL,13,house,2024,R,https://loydforcongress.com,True,True
Joshua Morott,LA,04,house,2024,R,https://www.louisianafreshstart.com,True,True
Joshua Mr. Mahony,AR,00,senate,2020,D,https://www.joshmahony.com,True,True
Joshua Neal,NM,01,house,2022,R,https://www.joshuaforcongress.com,True,True
Joshua Neal,NM,01,house,2024,R,https://www.joshuaforcongress.com,True,False
Joshua Pembleton,AZ,03,house,2022,R,https://pembleton4congress.com,True,False
Joshua Pembleton,AZ,03,house,2024,R,https://pembleton4congress.com,True,False
Joshua Penfold,TN,07,house,2018,D,https://joshpenfold.com,True,True
Joshua Rawlings,TN,05,house,2020,D,https://rawlings2020.com,True,True
Joshua Rawlings,TN,05,house,2022,D,https://rawlings2020.com,True,False
Joshua Rawlings,TN,05,house,2024,D,https://rawlings2020.com,True,False
Joshua Remillard,NC,13,house,2022,D,https://www.joshremillard.com/,True,True
Joshua S Guillory,LA,03,house,2018,R,https://votejosh2018.com,True,True
Joshua S Guillory,LA,03,house,2020,R,https://votejosh2018.com,True,True
Joshua S Guillory,LA,05,house,2022,R,https://votejosh2018.com,True,True
Joshua Saul,MI,01,house,2024,R,https://joshsaulforcongress.com,True,True
Joshua Schoonover,CA,49,house,2018,R,https://joshuaschoonover.com,True,True
Joshua Stephen Clark,GA,00,senate,2022,R,https://www.votejosh.com,True,True
Joshua Throneburg,VA,05,house,2022,D,https://www.joshforvirginia.com,True,True
Joshua Throneburg,VA,05,house,2024,D,https://www.joshforvirginia.com,True,False
Josiah Oneil,CA,49,house,2022,R,https://www.oneilforcongress.com,True,True
Josue Larose,AZ,00,senate,2018,R,https://www.josuelaroseforunitedstatessenate.com,True,False
Josue Larose,AZ,00,senate,2020,R,https://www.josuelaroseforunitedstatessenate.com,True,False
Josue Larose,FL,00,senate,2008,R,https://www.josuelaroseforsenate.voterspace.com,True,False
Josue Larose,FL,00,senate,2010,R,https://www.josuelaroseforsenate.voterspace.com,True,False
Joy Fox,RI,02,house,2022,D,https://joyfoxcongress.com,True,False
Joyce Ann Senator Elliott,AR,02,house,2020,D,https://www.joyceelliott.com,True,True
Joyce Ann Senator Elliott,AR,02,house,2022,D,https://www.joyceelliott.com,True,True
Joyce Beatty,OH,03,house,2018,D,http://www.beattyforcongress.com/,True,True
Joyce Beatty,OH,03,house,2020,D,http://www.beattyforcongress.com/,True,True
Joyce Beatty,OH,03,house,2022,D,http://www.beattyforcongress.com/,True,True
Joyce Beatty,OH,03,house,2024,D,http://www.beattyforcongress.com/,True,True
Joyce Dickerson,SC,00,senate,2014,D,https://www.joycedickersonforussenate.com,True,False
Joyce Dickerson,SC,00,senate,2016,D,https://www.joycedickersonforussenate.com,True,False
Joyce Healy-Abrams,OH,07,house,2018,D,https://healyabramsforcongress.com,True,False
Joyce Healy-Abrams,OH,07,house,2020,D,https://healyabramsforcongress.com,True,True
Joyce Healy-Abrams,OH,07,house,2022,D,https://healyabramsforcongress.com,True,False
Joyce Healy-Abrams,OH,07,house,2024,D,https://healyabramsforcongress.com,True,False
Joyce Marie Griggs,GA,01,house,2020,D,https://www.griggsforcongress.com,True,True
Joyce Stanley Johnson,NY,13,house,2018,D,https://www.joycesjohnson.com,True,False
Jr Majewski,OH,09,house,2024,R,https://jrforohio.com,True,True
"Jr, Richard Champion Edmunds",MT,00,senate,2014,R,https://www.champ2014.com,True,True
"Jr, Richard Champion Edmunds",MT,00,senate,2016,R,https://www.champ2014.com,True,False
"Jr, Richard Champion Edmunds",MT,00,senate,2018,R,https://www.champ2014.com,True,False
"Jr., Jim Condit",OH,02,house,2022,R,https://www.jimconditjrforcongress2006.com,True,True
Jrmar Jefferson,CA,06,house,2020,D,https://jeffersonforcongress,False,False
Jrmar Jefferson,TX,30,house,2022,D,https://www.jeffersonforcongress.com,True,True
Juan Angel Md Vasquez,AZ,00,senate,2020,D,http://facebook.com/drjuan.vasquez.9,False,False
Juan Angel Md Vasquez,AZ,00,senate,2022,D,http://facebook.com/drjuan.vasquez.9,False,False
Juan Angel Md Vasquez,AZ,00,senate,2024,D,http://facebook.com/drjuan.vasquez.9,False,False
Juan C. Vargas,CA,52,house,2022,D,http://votevargas.com/,True,True
Juan C. Vargas,CA,52,house,2024,D,http://votevargas.com/,True,False
Juan Carlos Vargas,CA,51,house,2018,D,http://votevargas.com/,True,True
Juan Carlos Vargas,CA,51,house,2020,D,http://votevargas.com/,True,True
Juan Ciscomani,AZ,06,house,2022,R,http://www.juanciscomani.com/,True,True
Juan Ciscomani,AZ,06,house,2024,R,http://www.juanciscomani.com/,True,True
Juan Dominguez,MD,03,house,2024,D,https://www.juanformaryland.com,True,True
Juan Dominguez,MD,00,senate,2024,D,https://www.juanformaryland.com,True,True
Juan E Mr. Fiol,FL,27,house,2020,R,https://fiolforcongress.com,True,True
Juan E Mr. Fiol,FL,27,house,2022,R,https://fiolforcongress.com,True,False
Juan E Mr. Fiol,FL,27,house,2024,R,https://fiolforcongress.com,True,False
Juan Enrique Aguirre,IL,03,house,2022,D,https://aguirreforcongress.com,True,True
Juan Enrique Aguirre,IL,03,house,2024,D,https://aguirreforcongress.com,True,False
Juan Hidalgo,CA,51,house,2018,R,http://www.hidalgoforcongress.com,True,True
Juan M Jr Hidalgo,CA,51,house,2020,R,http://www.hidalgoforcongress.com,True,True
Juan M Sgtmaj Jr Hidalgo,CA,51,house,2020,R,https://www.hidalgoforcongress.com,True,False
Juan M Sgtmaj Jr Hidalgo,CA,51,house,2022,R,https://www.hidalgoforcongress.com,True,True
Juan M Sgtmaj Jr Hidalgo,CA,51,house,2024,R,https://www.hidalgoforcongress.com,True,True
Juan Pagan,NY,07,house,2022,R,https://www.juanforcongress.us,True,False
Juan Pagan,NY,07,house,2024,R,https://www.juanforcongress.us,True,False
Juan Parks,GA,04,house,2018,D,https://www.juanparksforcongress.com,True,True
Juan Parks,GA,04,house,2020,D,https://www.juanparksforcongress.com,True,True
Juana Cantu Cabrera,TX,34,house,2022,R,https://juanacantu-cabreraforcongress.com,True,True
Juana Cantu Cabrera,TX,34,house,2024,R,https://juanacantu-cabreraforcongress.com,True,False
Juana Matias,MA,03,house,2018,D,https://www.juanamatias.com,True,True
Juana Matias,MA,03,house,2020,D,https://www.juanamatias.com,True,False
Juana Matias,MA,03,house,2022,D,https://www.juanamatias.com,True,True
Juandalynn Ms. Givan,AL,02,house,2024,D,https://www.givanforcongress.com,True,False
Juanita Perez Williams,NY,24,house,2018,D,http://voteforjuanita.com,True,True
Judah Hosanna,CA,52,house,2022,R,https://judahhosanna.com,True,True
Judah Hosanna,CA,52,house,2024,R,https://judahhosanna.com,True,False
Juddson Larkins,SC,02,house,2022,D,https://www.juddlarkins.com,True,True
Juddson Larkins,SC,02,house,2024,D,https://www.juddlarkins.com,True,False
Judi Ms. Reiss,PA,01,house,2020,D,https://www.judiforcongress.com,True,True
Judith Ann Canales,TX,23,house,2018,D,https://www.judycanales.org,True,False
Judith Ann Canales,TX,23,house,2020,D,https://www.judycanales.org,True,False
Judith L Herschel,PA,10,house,2018,D,https://jhcampaign.com,True,True
Judith L Herschel,PA,10,house,2020,D,https://jhcampaign.com,True,False
Judith L Herschel,PA,10,house,2022,D,https://jhcampaign.com,True,False
Judith L Herschel,PA,10,house,2024,D,https://jhcampaign.com,True,False
Judith Stahl,AZ,04,house,2022,D,https://judystahl.com,True,True
Judith T Won Pat,GU,00,house,2022,D,https://n/a,False,False
Judith T Won Pat,GU,00,house,2024,D,https://n/a,False,False
Judson Hill,GA,06,house,2018,R,https://www.judsonhill.com,True,False
Judson Sapp,FL,03,house,2018,R,https://www.judsonsapp.com,True,True
Judson Sapp,FL,03,house,2020,R,https://www.judsonsapp.com,True,True
Judson Sapp,FL,03,house,2022,R,https://www.judsonsapp.com,True,False
Judson Sapp,FL,03,house,2024,R,https://www.judsonsapp.com,True,True
Judy Chu,CA,27,house,2018,D,http://chu.house.gov,True,True
Judy Chu,CA,27,house,2020,D,http://chu.house.gov,True,True
Judy Chu,CA,28,house,2022,D,http://chu.house.gov,True,False
Judy Chu,CA,28,house,2024,D,http://chu.house.gov,True,True
Juli Henry,CO,00,senate,2022,R,https://julihenry.com,True,True
Juli Henry,CO,00,senate,2024,R,https://julihenry.com,True,False
Julia Brownley,CA,26,house,2018,D,https://www.juliabrownley.com/,True,True
Julia Brownley,CA,26,house,2020,D,https://www.juliabrownley.com/,True,True
Julia Brownley,CA,26,house,2022,D,https://www.juliabrownley.com/,True,True
Julia Brownley,CA,26,house,2024,D,https://www.juliabrownley.com/,True,False
Julia Ellen 6105589771 Eble,PA,05,house,2018,D,https://www.julieeble.com,True,True
Julia Letlow,LA,05,house,2022,R,https://www.julialetlow.com,True,True
Julia Letlow,LA,05,house,2024,R,https://www.julialetlow.com,True,True
Julian Antonio Martinez,TX,09,house,2020,R,https://www.julianantoniomartinez.com,True,True
Julian Marc Acciard,NH,01,house,2022,R,https://julian4nh.com,True,True
Julian Marc Acciard,NH,01,house,2024,R,https://julian4nh.com,True,False
Julian Modica,VA,00,senate,2008,D,https://www.modicaforsenate.org,True,False
Julian Modica,VA,00,senate,2010,D,https://www.modicaforsenate.org,True,False
Julianne Elizabeth Mrs. Benzel,CA,04,house,2020,R,https://juliannebenzel.com,True,True
Julianne Elizabeth Mrs. Benzel,CA,04,house,2022,R,https://juliannebenzel.com,True,False
Julianne Ortman,MN,00,senate,2014,R,https://julianne.mn,True,True
Julianne Ortman,MN,00,senate,2016,R,https://julianne.mn,True,False
Julianne Ortman,MN,00,senate,2018,R,https://julianne.mn,True,False
Julianne Ortman,MN,00,senate,2020,R,https://julianne.mn,True,False
Julianne Ortman,MN,00,senate,2022,R,https://julianne.mn,True,False
Julianne Ortman,MN,00,senate,2024,R,https://julianne.mn,True,False
Julie Fedorchak,ND,00,house,2024,R,https://www.fedorchaknd.com,True,True
Julie Fullmer,UT,01,house,2022,R,https://juliefullmer.com,True,True
Julie Hall,MA,04,house,2020,R,https://hallforcongress.com,True,True
Julie Hall,MA,04,house,2022,R,https://hallforcongress.com,True,True
Julie Hancock,WI,08,house,2022,D,https://www.electjuliehancock.com,True,True
Julie Hancock,WI,08,house,2024,D,https://www.electjuliehancock.com,True,True
